index,material,sample,scale,image_label,relative_path
795,brown_bread,sample_d,4,1,brown_bread/sample_d/48d-scale_4_im_1_col.png
796,brown_bread,sample_d,4,2,brown_bread/sample_d/48d-scale_4_im_2_col.png
797,brown_bread,sample_d,4,3,brown_bread/sample_d/48d-scale_4_im_3_col.png
798,brown_bread,sample_d,4,4,brown_bread/sample_d/48d-scale_4_im_4_col.png
799,brown_bread,sample_d,4,5,brown_bread/sample_d/48d-scale_4_im_5_col.png
800,brown_bread,sample_d,4,6,brown_bread/sample_d/48d-scale_4_im_6_col.png
801,brown_bread,sample_d,4,7,brown_bread/sample_d/48d-scale_4_im_7_col.png
802,brown_bread,sample_d,4,8,brown_bread/sample_d/48d-scale_4_im_8_col.png
803,brown_bread,sample_d,4,9,brown_bread/sample_d/48d-scale_4_im_9_col.png
804,brown_bread,sample_d,5,10,brown_bread/sample_d/48d-scale_5_im_10_col.png
805,brown_bread,sample_d,5,11,brown_bread/sample_d/48d-scale_5_im_11_col.png
806,brown_bread,sample_d,5,12,brown_bread/sample_d/48d-scale_5_im_12_col.png
807,brown_bread,sample_d,5,1,brown_bread/sample_d/48d-scale_5_im_1_col.png
808,brown_bread,sample_d,5,2,brown_bread/sample_d/48d-scale_5_im_2_col.png
809,brown_bread,sample_d,5,3,brown_bread/sample_d/48d-scale_5_im_3_col.png
810,brown_bread,sample_d,5,4,brown_bread/sample_d/48d-scale_5_im_4_col.png
811,brown_bread,sample_d,5,5,brown_bread/sample_d/48d-scale_5_im_5_col.png
812,brown_bread,sample_d,5,6,brown_bread/sample_d/48d-scale_5_im_6_col.png
813,brown_bread,sample_d,5,7,brown_bread/sample_d/48d-scale_5_im_7_col.png
814,brown_bread,sample_d,5,8,brown_bread/sample_d/48d-scale_5_im_8_col.png
815,brown_bread,sample_d,5,9,brown_bread/sample_d/48d-scale_5_im_9_col.png
816,brown_bread,sample_d,6,10,brown_bread/sample_d/48d-scale_6_im_10_col.png
817,brown_bread,sample_d,6,11,brown_bread/sample_d/48d-scale_6_im_11_col.png
818,brown_bread,sample_d,6,12,brown_bread/sample_d/48d-scale_6_im_12_col.png
819,brown_bread,sample_d,6,1,brown_bread/sample_d/48d-scale_6_im_1_col.png
820,brown_bread,sample_d,6,2,brown_bread/sample_d/48d-scale_6_im_2_col.png
821,brown_bread,sample_d,6,3,brown_bread/sample_d/48d-scale_6_im_3_col.png
822,brown_bread,sample_d,6,4,brown_bread/sample_d/48d-scale_6_im_4_col.png
823,brown_bread,sample_d,6,5,brown_bread/sample_d/48d-scale_6_im_5_col.png
824,brown_bread,sample_d,6,6,brown_bread/sample_d/48d-scale_6_im_6_col.png
825,brown_bread,sample_d,6,7,brown_bread/sample_d/48d-scale_6_im_7_col.png
826,brown_bread,sample_d,6,8,brown_bread/sample_d/48d-scale_6_im_8_col.png
827,brown_bread,sample_d,6,9,brown_bread/sample_d/48d-scale_6_im_9_col.png
828,brown_bread,sample_d,7,10,brown_bread/sample_d/48d-scale_7_im_10_col.png
829,brown_bread,sample_d,7,11,brown_bread/sample_d/48d-scale_7_im_11_col.png
830,brown_bread,sample_d,7,12,brown_bread/sample_d/48d-scale_7_im_12_col.png
831,brown_bread,sample_d,7,1,brown_bread/sample_d/48d-scale_7_im_1_col.png
832,brown_bread,sample_d,7,2,brown_bread/sample_d/48d-scale_7_im_2_col.png
833,brown_bread,sample_d,7,3,brown_bread/sample_d/48d-scale_7_im_3_col.png
834,brown_bread,sample_d,7,4,brown_bread/sample_d/48d-scale_7_im_4_col.png
835,brown_bread,sample_d,7,5,brown_bread/sample_d/48d-scale_7_im_5_col.png
836,brown_bread,sample_d,7,6,brown_bread/sample_d/48d-scale_7_im_6_col.png
837,brown_bread,sample_d,7,7,brown_bread/sample_d/48d-scale_7_im_7_col.png
838,brown_bread,sample_d,7,8,brown_bread/sample_d/48d-scale_7_im_8_col.png
839,brown_bread,sample_d,7,9,brown_bread/sample_d/48d-scale_7_im_9_col.png
840,brown_bread,sample_d,8,10,brown_bread/sample_d/48d-scale_8_im_10_col.png
841,brown_bread,sample_d,8,11,brown_bread/sample_d/48d-scale_8_im_11_col.png
842,brown_bread,sample_d,8,12,brown_bread/sample_d/48d-scale_8_im_12_col.png
843,brown_bread,sample_d,8,1,brown_bread/sample_d/48d-scale_8_im_1_col.png
844,brown_bread,sample_d,8,2,brown_bread/sample_d/48d-scale_8_im_2_col.png
845,brown_bread,sample_d,8,3,brown_bread/sample_d/48d-scale_8_im_3_col.png
846,brown_bread,sample_d,8,4,brown_bread/sample_d/48d-scale_8_im_4_col.png
847,brown_bread,sample_d,8,5,brown_bread/sample_d/48d-scale_8_im_5_col.png
848,brown_bread,sample_d,8,6,brown_bread/sample_d/48d-scale_8_im_6_col.png
849,brown_bread,sample_d,8,7,brown_bread/sample_d/48d-scale_8_im_7_col.png
850,brown_bread,sample_d,8,8,brown_bread/sample_d/48d-scale_8_im_8_col.png
851,brown_bread,sample_d,8,9,brown_bread/sample_d/48d-scale_8_im_9_col.png
852,brown_bread,sample_d,9,10,brown_bread/sample_d/48d-scale_9_im_10_col.png
853,brown_bread,sample_d,9,11,brown_bread/sample_d/48d-scale_9_im_11_col.png
854,brown_bread,sample_d,9,12,brown_bread/sample_d/48d-scale_9_im_12_col.png
855,brown_bread,sample_d,9,1,brown_bread/sample_d/48d-scale_9_im_1_col.png
856,brown_bread,sample_d,9,2,brown_bread/sample_d/48d-scale_9_im_2_col.png
857,brown_bread,sample_d,9,3,brown_bread/sample_d/48d-scale_9_im_3_col.png
858,brown_bread,sample_d,9,4,brown_bread/sample_d/48d-scale_9_im_4_col.png
859,brown_bread,sample_d,9,5,brown_bread/sample_d/48d-scale_9_im_5_col.png
860,brown_bread,sample_d,9,6,brown_bread/sample_d/48d-scale_9_im_6_col.png
861,brown_bread,sample_d,9,7,brown_bread/sample_d/48d-scale_9_im_7_col.png
862,brown_bread,sample_d,9,8,brown_bread/sample_d/48d-scale_9_im_8_col.png
863,brown_bread,sample_d,9,9,brown_bread/sample_d/48d-scale_9_im_9_col.png
864,corduroy,sample_a,10,10,corduroy/sample_a/42a-scale_10_im_10_col.png
865,corduroy,sample_a,10,11,corduroy/sample_a/42a-scale_10_im_11_col.png
866,corduroy,sample_a,10,12,corduroy/sample_a/42a-scale_10_im_12_col.png
867,corduroy,sample_a,10,1,corduroy/sample_a/42a-scale_10_im_1_col.png
868,corduroy,sample_a,10,2,corduroy/sample_a/42a-scale_10_im_2_col.png
869,corduroy,sample_a,10,3,corduroy/sample_a/42a-scale_10_im_3_col.png
870,corduroy,sample_a,10,4,corduroy/sample_a/42a-scale_10_im_4_col.png
871,corduroy,sample_a,10,5,corduroy/sample_a/42a-scale_10_im_5_col.png
872,corduroy,sample_a,10,6,corduroy/sample_a/42a-scale_10_im_6_col.png
873,corduroy,sample_a,10,7,corduroy/sample_a/42a-scale_10_im_7_col.png
874,corduroy,sample_a,10,8,corduroy/sample_a/42a-scale_10_im_8_col.png
875,corduroy,sample_a,10,9,corduroy/sample_a/42a-scale_10_im_9_col.png
876,corduroy,sample_a,2,10,corduroy/sample_a/42a-scale_2_im_10_col.png
877,corduroy,sample_a,2,11,corduroy/sample_a/42a-scale_2_im_11_col.png
878,corduroy,sample_a,2,12,corduroy/sample_a/42a-scale_2_im_12_col.png
879,corduroy,sample_a,2,1,corduroy/sample_a/42a-scale_2_im_1_col.png
880,corduroy,sample_a,2,2,corduroy/sample_a/42a-scale_2_im_2_col.png
881,corduroy,sample_a,2,3,corduroy/sample_a/42a-scale_2_im_3_col.png
882,corduroy,sample_a,2,4,corduroy/sample_a/42a-scale_2_im_4_col.png
883,corduroy,sample_a,2,5,corduroy/sample_a/42a-scale_2_im_5_col.png
884,corduroy,sample_a,2,6,corduroy/sample_a/42a-scale_2_im_6_col.png
885,corduroy,sample_a,2,7,corduroy/sample_a/42a-scale_2_im_7_col.png
886,corduroy,sample_a,2,8,corduroy/sample_a/42a-scale_2_im_8_col.png
887,corduroy,sample_a,2,9,corduroy/sample_a/42a-scale_2_im_9_col.png
888,corduroy,sample_a,3,10,corduroy/sample_a/42a-scale_3_im_10_col.png
889,corduroy,sample_a,3,11,corduroy/sample_a/42a-scale_3_im_11_col.png
890,corduroy,sample_a,3,12,corduroy/sample_a/42a-scale_3_im_12_col.png
891,corduroy,sample_a,3,1,corduroy/sample_a/42a-scale_3_im_1_col.png
892,corduroy,sample_a,3,2,corduroy/sample_a/42a-scale_3_im_2_col.png
893,corduroy,sample_a,3,3,corduroy/sample_a/42a-scale_3_im_3_col.png
894,corduroy,sample_a,3,4,corduroy/sample_a/42a-scale_3_im_4_col.png
895,corduroy,sample_a,3,5,corduroy/sample_a/42a-scale_3_im_5_col.png
896,corduroy,sample_a,3,6,corduroy/sample_a/42a-scale_3_im_6_col.png
897,corduroy,sample_a,3,7,corduroy/sample_a/42a-scale_3_im_7_col.png
898,corduroy,sample_a,3,8,corduroy/sample_a/42a-scale_3_im_8_col.png
899,corduroy,sample_a,3,9,corduroy/sample_a/42a-scale_3_im_9_col.png
900,corduroy,sample_a,4,10,corduroy/sample_a/42a-scale_4_im_10_col.png
901,corduroy,sample_a,4,11,corduroy/sample_a/42a-scale_4_im_11_col.png
902,corduroy,sample_a,4,12,corduroy/sample_a/42a-scale_4_im_12_col.png
903,corduroy,sample_a,4,1,corduroy/sample_a/42a-scale_4_im_1_col.png
904,corduroy,sample_a,4,2,corduroy/sample_a/42a-scale_4_im_2_col.png
905,corduroy,sample_a,4,3,corduroy/sample_a/42a-scale_4_im_3_col.png
906,corduroy,sample_a,4,4,corduroy/sample_a/42a-scale_4_im_4_col.png
907,corduroy,sample_a,4,5,corduroy/sample_a/42a-scale_4_im_5_col.png
908,corduroy,sample_a,4,6,corduroy/sample_a/42a-scale_4_im_6_col.png
909,corduroy,sample_a,4,7,corduroy/sample_a/42a-scale_4_im_7_col.png
910,corduroy,sample_a,4,8,corduroy/sample_a/42a-scale_4_im_8_col.png
911,corduroy,sample_a,4,9,corduroy/sample_a/42a-scale_4_im_9_col.png
912,corduroy,sample_a,5,10,corduroy/sample_a/42a-scale_5_im_10_col.png
913,corduroy,sample_a,5,11,corduroy/sample_a/42a-scale_5_im_11_col.png
914,corduroy,sample_a,5,12,corduroy/sample_a/42a-scale_5_im_12_col.png
915,corduroy,sample_a,5,1,corduroy/sample_a/42a-scale_5_im_1_col.png
916,corduroy,sample_a,5,2,corduroy/sample_a/42a-scale_5_im_2_col.png
917,corduroy,sample_a,5,3,corduroy/sample_a/42a-scale_5_im_3_col.png
918,corduroy,sample_a,5,4,corduroy/sample_a/42a-scale_5_im_4_col.png
919,corduroy,sample_a,5,5,corduroy/sample_a/42a-scale_5_im_5_col.png
920,corduroy,sample_a,5,6,corduroy/sample_a/42a-scale_5_im_6_col.png
921,corduroy,sample_a,5,7,corduroy/sample_a/42a-scale_5_im_7_col.png
922,corduroy,sample_a,5,8,corduroy/sample_a/42a-scale_5_im_8_col.png
923,corduroy,sample_a,5,9,corduroy/sample_a/42a-scale_5_im_9_col.png
924,corduroy,sample_a,6,10,corduroy/sample_a/42a-scale_6_im_10_col.png
925,corduroy,sample_a,6,11,corduroy/sample_a/42a-scale_6_im_11_col.png
926,corduroy,sample_a,6,12,corduroy/sample_a/42a-scale_6_im_12_col.png
927,corduroy,sample_a,6,1,corduroy/sample_a/42a-scale_6_im_1_col.png
928,corduroy,sample_a,6,2,corduroy/sample_a/42a-scale_6_im_2_col.png
929,corduroy,sample_a,6,3,corduroy/sample_a/42a-scale_6_im_3_col.png
930,corduroy,sample_a,6,4,corduroy/sample_a/42a-scale_6_im_4_col.png
931,corduroy,sample_a,6,5,corduroy/sample_a/42a-scale_6_im_5_col.png
932,corduroy,sample_a,6,6,corduroy/sample_a/42a-scale_6_im_6_col.png
933,corduroy,sample_a,6,7,corduroy/sample_a/42a-scale_6_im_7_col.png
934,corduroy,sample_a,6,8,corduroy/sample_a/42a-scale_6_im_8_col.png
935,corduroy,sample_a,6,9,corduroy/sample_a/42a-scale_6_im_9_col.png
936,corduroy,sample_a,7,10,corduroy/sample_a/42a-scale_7_im_10_col.png
937,corduroy,sample_a,7,11,corduroy/sample_a/42a-scale_7_im_11_col.png
938,corduroy,sample_a,7,12,corduroy/sample_a/42a-scale_7_im_12_col.png
939,corduroy,sample_a,7,1,corduroy/sample_a/42a-scale_7_im_1_col.png
940,corduroy,sample_a,7,2,corduroy/sample_a/42a-scale_7_im_2_col.png
941,corduroy,sample_a,7,3,corduroy/sample_a/42a-scale_7_im_3_col.png
942,corduroy,sample_a,7,4,corduroy/sample_a/42a-scale_7_im_4_col.png
943,corduroy,sample_a,7,5,corduroy/sample_a/42a-scale_7_im_5_col.png
944,corduroy,sample_a,7,6,corduroy/sample_a/42a-scale_7_im_6_col.png
945,corduroy,sample_a,7,7,corduroy/sample_a/42a-scale_7_im_7_col.png
946,corduroy,sample_a,7,8,corduroy/sample_a/42a-scale_7_im_8_col.png
947,corduroy,sample_a,7,9,corduroy/sample_a/42a-scale_7_im_9_col.png
948,corduroy,sample_a,8,10,corduroy/sample_a/42a-scale_8_im_10_col.png
949,corduroy,sample_a,8,11,corduroy/sample_a/42a-scale_8_im_11_col.png
950,corduroy,sample_a,8,12,corduroy/sample_a/42a-scale_8_im_12_col.png
951,corduroy,sample_a,8,1,corduroy/sample_a/42a-scale_8_im_1_col.png
952,corduroy,sample_a,8,2,corduroy/sample_a/42a-scale_8_im_2_col.png
953,corduroy,sample_a,8,3,corduroy/sample_a/42a-scale_8_im_3_col.png
954,corduroy,sample_a,8,4,corduroy/sample_a/42a-scale_8_im_4_col.png
955,corduroy,sample_a,8,5,corduroy/sample_a/42a-scale_8_im_5_col.png
956,corduroy,sample_a,8,6,corduroy/sample_a/42a-scale_8_im_6_col.png
957,corduroy,sample_a,8,7,corduroy/sample_a/42a-scale_8_im_7_col.png
958,corduroy,sample_a,8,8,corduroy/sample_a/42a-scale_8_im_8_col.png
959,corduroy,sample_a,8,9,corduroy/sample_a/42a-scale_8_im_9_col.png
960,corduroy,sample_a,9,10,corduroy/sample_a/42a-scale_9_im_10_col.png
961,corduroy,sample_a,9,11,corduroy/sample_a/42a-scale_9_im_11_col.png
962,corduroy,sample_a,9,12,corduroy/sample_a/42a-scale_9_im_12_col.png
963,corduroy,sample_a,9,1,corduroy/sample_a/42a-scale_9_im_1_col.png
964,corduroy,sample_a,9,2,corduroy/sample_a/42a-scale_9_im_2_col.png
965,corduroy,sample_a,9,3,corduroy/sample_a/42a-scale_9_im_3_col.png
966,corduroy,sample_a,9,4,corduroy/sample_a/42a-scale_9_im_4_col.png
967,corduroy,sample_a,9,5,corduroy/sample_a/42a-scale_9_im_5_col.png
968,corduroy,sample_a,9,6,corduroy/sample_a/42a-scale_9_im_6_col.png
969,corduroy,sample_a,9,7,corduroy/sample_a/42a-scale_9_im_7_col.png
970,corduroy,sample_a,9,8,corduroy/sample_a/42a-scale_9_im_8_col.png
971,corduroy,sample_a,9,9,corduroy/sample_a/42a-scale_9_im_9_col.png
972,corduroy,sample_b,10,10,corduroy/sample_b/42b-scale_10_im_10_col.png
973,corduroy,sample_b,10,11,corduroy/sample_b/42b-scale_10_im_11_col.png
974,corduroy,sample_b,10,12,corduroy/sample_b/42b-scale_10_im_12_col.png
975,corduroy,sample_b,10,1,corduroy/sample_b/42b-scale_10_im_1_col.png
976,corduroy,sample_b,10,2,corduroy/sample_b/42b-scale_10_im_2_col.png
977,corduroy,sample_b,10,3,corduroy/sample_b/42b-scale_10_im_3_col.png
978,corduroy,sample_b,10,4,corduroy/sample_b/42b-scale_10_im_4_col.png
979,corduroy,sample_b,10,5,corduroy/sample_b/42b-scale_10_im_5_col.png
980,corduroy,sample_b,10,6,corduroy/sample_b/42b-scale_10_im_6_col.png
981,corduroy,sample_b,10,7,corduroy/sample_b/42b-scale_10_im_7_col.png
982,corduroy,sample_b,10,8,corduroy/sample_b/42b-scale_10_im_8_col.png
983,corduroy,sample_b,10,9,corduroy/sample_b/42b-scale_10_im_9_col.png
984,corduroy,sample_b,2,10,corduroy/sample_b/42b-scale_2_im_10_col.png
985,corduroy,sample_b,2,11,corduroy/sample_b/42b-scale_2_im_11_col.png
986,corduroy,sample_b,2,12,corduroy/sample_b/42b-scale_2_im_12_col.png
987,corduroy,sample_b,2,1,corduroy/sample_b/42b-scale_2_im_1_col.png
988,corduroy,sample_b,2,2,corduroy/sample_b/42b-scale_2_im_2_col.png
989,corduroy,sample_b,2,3,corduroy/sample_b/42b-scale_2_im_3_col.png
990,corduroy,sample_b,2,4,corduroy/sample_b/42b-scale_2_im_4_col.png
991,corduroy,sample_b,2,5,corduroy/sample_b/42b-scale_2_im_5_col.png
992,corduroy,sample_b,2,6,corduroy/sample_b/42b-scale_2_im_6_col.png
993,corduroy,sample_b,2,7,corduroy/sample_b/42b-scale_2_im_7_col.png
994,corduroy,sample_b,2,8,corduroy/sample_b/42b-scale_2_im_8_col.png
995,corduroy,sample_b,2,9,corduroy/sample_b/42b-scale_2_im_9_col.png
996,corduroy,sample_b,3,10,corduroy/sample_b/42b-scale_3_im_10_col.png
997,corduroy,sample_b,3,11,corduroy/sample_b/42b-scale_3_im_11_col.png
998,corduroy,sample_b,3,12,corduroy/sample_b/42b-scale_3_im_12_col.png
999,corduroy,sample_b,3,1,corduroy/sample_b/42b-scale_3_im_1_col.png
1000,corduroy,sample_b,3,2,corduroy/sample_b/42b-scale_3_im_2_col.png
1001,corduroy,sample_b,3,3,corduroy/sample_b/42b-scale_3_im_3_col.png
1002,corduroy,sample_b,3,4,corduroy/sample_b/42b-scale_3_im_4_col.png
1003,corduroy,sample_b,3,5,corduroy/sample_b/42b-scale_3_im_5_col.png
1004,corduroy,sample_b,3,6,corduroy/sample_b/42b-scale_3_im_6_col.png
1005,corduroy,sample_b,3,7,corduroy/sample_b/42b-scale_3_im_7_col.png
1006,corduroy,sample_b,3,8,corduroy/sample_b/42b-scale_3_im_8_col.png
1007,corduroy,sample_b,3,9,corduroy/sample_b/42b-scale_3_im_9_col.png
1008,corduroy,sample_b,4,10,corduroy/sample_b/42b-scale_4_im_10_col.png
1009,corduroy,sample_b,4,11,corduroy/sample_b/42b-scale_4_im_11_col.png
1010,corduroy,sample_b,4,12,corduroy/sample_b/42b-scale_4_im_12_col.png
1011,corduroy,sample_b,4,1,corduroy/sample_b/42b-scale_4_im_1_col.png
1012,corduroy,sample_b,4,2,corduroy/sample_b/42b-scale_4_im_2_col.png
1013,corduroy,sample_b,4,3,corduroy/sample_b/42b-scale_4_im_3_col.png
1014,corduroy,sample_b,4,4,corduroy/sample_b/42b-scale_4_im_4_col.png
1015,corduroy,sample_b,4,5,corduroy/sample_b/42b-scale_4_im_5_col.png
1016,corduroy,sample_b,4,6,corduroy/sample_b/42b-scale_4_im_6_col.png
1017,corduroy,sample_b,4,7,corduroy/sample_b/42b-scale_4_im_7_col.png
1018,corduroy,sample_b,4,8,corduroy/sample_b/42b-scale_4_im_8_col.png
1019,corduroy,sample_b,4,9,corduroy/sample_b/42b-scale_4_im_9_col.png
1020,corduroy,sample_b,5,10,corduroy/sample_b/42b-scale_5_im_10_col.png
1021,corduroy,sample_b,5,11,corduroy/sample_b/42b-scale_5_im_11_col.png
1022,corduroy,sample_b,5,12,corduroy/sample_b/42b-scale_5_im_12_col.png
1023,corduroy,sample_b,5,1,corduroy/sample_b/42b-scale_5_im_1_col.png
1024,corduroy,sample_b,5,2,corduroy/sample_b/42b-scale_5_im_2_col.png
1025,corduroy,sample_b,5,3,corduroy/sample_b/42b-scale_5_im_3_col.png
1026,corduroy,sample_b,5,4,corduroy/sample_b/42b-scale_5_im_4_col.png
1027,corduroy,sample_b,5,5,corduroy/sample_b/42b-scale_5_im_5_col.png
1028,corduroy,sample_b,5,6,corduroy/sample_b/42b-scale_5_im_6_col.png
1029,corduroy,sample_b,5,7,corduroy/sample_b/42b-scale_5_im_7_col.png
1030,corduroy,sample_b,5,8,corduroy/sample_b/42b-scale_5_im_8_col.png
1031,corduroy,sample_b,5,9,corduroy/sample_b/42b-scale_5_im_9_col.png
1032,corduroy,sample_b,6,10,corduroy/sample_b/42b-scale_6_im_10_col.png
1033,corduroy,sample_b,6,11,corduroy/sample_b/42b-scale_6_im_11_col.png
1034,corduroy,sample_b,6,12,corduroy/sample_b/42b-scale_6_im_12_col.png
1035,corduroy,sample_b,6,1,corduroy/sample_b/42b-scale_6_im_1_col.png
1036,corduroy,sample_b,6,2,corduroy/sample_b/42b-scale_6_im_2_col.png
1037,corduroy,sample_b,6,3,corduroy/sample_b/42b-scale_6_im_3_col.png
1038,corduroy,sample_b,6,4,corduroy/sample_b/42b-scale_6_im_4_col.png
1039,corduroy,sample_b,6,5,corduroy/sample_b/42b-scale_6_im_5_col.png
1040,corduroy,sample_b,6,6,corduroy/sample_b/42b-scale_6_im_6_col.png
1041,corduroy,sample_b,6,7,corduroy/sample_b/42b-scale_6_im_7_col.png
1042,corduroy,sample_b,6,8,corduroy/sample_b/42b-scale_6_im_8_col.png
1043,corduroy,sample_b,6,9,corduroy/sample_b/42b-scale_6_im_9_col.png
1044,corduroy,sample_b,7,10,corduroy/sample_b/42b-scale_7_im_10_col.png
1045,corduroy,sample_b,7,11,corduroy/sample_b/42b-scale_7_im_11_col.png
1046,corduroy,sample_b,7,12,corduroy/sample_b/42b-scale_7_im_12_col.png
1047,corduroy,sample_b,7,1,corduroy/sample_b/42b-scale_7_im_1_col.png
1048,corduroy,sample_b,7,2,corduroy/sample_b/42b-scale_7_im_2_col.png
1049,corduroy,sample_b,7,3,corduroy/sample_b/42b-scale_7_im_3_col.png
1050,corduroy,sample_b,7,4,corduroy/sample_b/42b-scale_7_im_4_col.png
1051,corduroy,sample_b,7,5,corduroy/sample_b/42b-scale_7_im_5_col.png
1052,corduroy,sample_b,7,6,corduroy/sample_b/42b-scale_7_im_6_col.png
1053,corduroy,sample_b,7,7,corduroy/sample_b/42b-scale_7_im_7_col.png
1054,corduroy,sample_b,7,8,corduroy/sample_b/42b-scale_7_im_8_col.png
1055,corduroy,sample_b,7,9,corduroy/sample_b/42b-scale_7_im_9_col.png
1056,corduroy,sample_b,8,10,corduroy/sample_b/42b-scale_8_im_10_col.png
1057,corduroy,sample_b,8,11,corduroy/sample_b/42b-scale_8_im_11_col.png
1058,corduroy,sample_b,8,12,corduroy/sample_b/42b-scale_8_im_12_col.png
1059,corduroy,sample_b,8,1,corduroy/sample_b/42b-scale_8_im_1_col.png
1060,corduroy,sample_b,8,2,corduroy/sample_b/42b-scale_8_im_2_col.png
1061,corduroy,sample_b,8,3,corduroy/sample_b/42b-scale_8_im_3_col.png
1062,corduroy,sample_b,8,4,corduroy/sample_b/42b-scale_8_im_4_col.png
1063,corduroy,sample_b,8,5,corduroy/sample_b/42b-scale_8_im_5_col.png
1064,corduroy,sample_b,8,6,corduroy/sample_b/42b-scale_8_im_6_col.png
1065,corduroy,sample_b,8,7,corduroy/sample_b/42b-scale_8_im_7_col.png
1066,corduroy,sample_b,8,8,corduroy/sample_b/42b-scale_8_im_8_col.png
1067,corduroy,sample_b,8,9,corduroy/sample_b/42b-scale_8_im_9_col.png
1068,corduroy,sample_b,9,10,corduroy/sample_b/42b-scale_9_im_10_col.png
1069,corduroy,sample_b,9,11,corduroy/sample_b/42b-scale_9_im_11_col.png
1070,corduroy,sample_b,9,12,corduroy/sample_b/42b-scale_9_im_12_col.png
1071,corduroy,sample_b,9,1,corduroy/sample_b/42b-scale_9_im_1_col.png
1072,corduroy,sample_b,9,2,corduroy/sample_b/42b-scale_9_im_2_col.png
1073,corduroy,sample_b,9,3,corduroy/sample_b/42b-scale_9_im_3_col.png
1074,corduroy,sample_b,9,4,corduroy/sample_b/42b-scale_9_im_4_col.png
1075,corduroy,sample_b,9,5,corduroy/sample_b/42b-scale_9_im_5_col.png
1076,corduroy,sample_b,9,6,corduroy/sample_b/42b-scale_9_im_6_col.png
1077,corduroy,sample_b,9,7,corduroy/sample_b/42b-scale_9_im_7_col.png
1078,corduroy,sample_b,9,8,corduroy/sample_b/42b-scale_9_im_8_col.png
1079,corduroy,sample_b,9,9,corduroy/sample_b/42b-scale_9_im_9_col.png
1080,corduroy,sample_c,10,10,corduroy/sample_c/42c-scale_10_im_10_col.png
1081,corduroy,sample_c,10,11,corduroy/sample_c/42c-scale_10_im_11_col.png
1082,corduroy,sample_c,10,12,corduroy/sample_c/42c-scale_10_im_12_col.png
1083,corduroy,sample_c,10,1,corduroy/sample_c/42c-scale_10_im_1_col.png
1084,corduroy,sample_c,10,2,corduroy/sample_c/42c-scale_10_im_2_col.png
1085,corduroy,sample_c,10,3,corduroy/sample_c/42c-scale_10_im_3_col.png
1086,corduroy,sample_c,10,4,corduroy/sample_c/42c-scale_10_im_4_col.png
1087,corduroy,sample_c,10,5,corduroy/sample_c/42c-scale_10_im_5_col.png
1088,corduroy,sample_c,10,6,corduroy/sample_c/42c-scale_10_im_6_col.png
1089,corduroy,sample_c,10,7,corduroy/sample_c/42c-scale_10_im_7_col.png
1090,corduroy,sample_c,10,8,corduroy/sample_c/42c-scale_10_im_8_col.png
1091,corduroy,sample_c,10,9,corduroy/sample_c/42c-scale_10_im_9_col.png
1092,corduroy,sample_c,2,10,corduroy/sample_c/42c-scale_2_im_10_col.png
1093,corduroy,sample_c,2,11,corduroy/sample_c/42c-scale_2_im_11_col.png
1094,corduroy,sample_c,2,12,corduroy/sample_c/42c-scale_2_im_12_col.png
1095,corduroy,sample_c,2,1,corduroy/sample_c/42c-scale_2_im_1_col.png
1096,corduroy,sample_c,2,2,corduroy/sample_c/42c-scale_2_im_2_col.png
1097,corduroy,sample_c,2,3,corduroy/sample_c/42c-scale_2_im_3_col.png
1098,corduroy,sample_c,2,4,corduroy/sample_c/42c-scale_2_im_4_col.png
1099,corduroy,sample_c,2,5,corduroy/sample_c/42c-scale_2_im_5_col.png
1100,corduroy,sample_c,2,6,corduroy/sample_c/42c-scale_2_im_6_col.png
1101,corduroy,sample_c,2,7,corduroy/sample_c/42c-scale_2_im_7_col.png
1102,corduroy,sample_c,2,8,corduroy/sample_c/42c-scale_2_im_8_col.png
1103,corduroy,sample_c,2,9,corduroy/sample_c/42c-scale_2_im_9_col.png
1104,corduroy,sample_c,3,10,corduroy/sample_c/42c-scale_3_im_10_col.png
1105,corduroy,sample_c,3,11,corduroy/sample_c/42c-scale_3_im_11_col.png
1106,corduroy,sample_c,3,12,corduroy/sample_c/42c-scale_3_im_12_col.png
1107,corduroy,sample_c,3,1,corduroy/sample_c/42c-scale_3_im_1_col.png
1108,corduroy,sample_c,3,2,corduroy/sample_c/42c-scale_3_im_2_col.png
1109,corduroy,sample_c,3,3,corduroy/sample_c/42c-scale_3_im_3_col.png
1110,corduroy,sample_c,3,4,corduroy/sample_c/42c-scale_3_im_4_col.png
1111,corduroy,sample_c,3,5,corduroy/sample_c/42c-scale_3_im_5_col.png
1112,corduroy,sample_c,3,6,corduroy/sample_c/42c-scale_3_im_6_col.png
1113,corduroy,sample_c,3,7,corduroy/sample_c/42c-scale_3_im_7_col.png
1114,corduroy,sample_c,3,8,corduroy/sample_c/42c-scale_3_im_8_col.png
1115,corduroy,sample_c,3,9,corduroy/sample_c/42c-scale_3_im_9_col.png
1116,corduroy,sample_c,4,10,corduroy/sample_c/42c-scale_4_im_10_col.png
1117,corduroy,sample_c,4,11,corduroy/sample_c/42c-scale_4_im_11_col.png
1118,corduroy,sample_c,4,12,corduroy/sample_c/42c-scale_4_im_12_col.png
1119,corduroy,sample_c,4,1,corduroy/sample_c/42c-scale_4_im_1_col.png
1120,corduroy,sample_c,4,2,corduroy/sample_c/42c-scale_4_im_2_col.png
